Transaction ID,Branch,Amount,Sender,Sender Old Balance,Sender New Balance,Receiver,Receiver Old Balance,Receiver New Balance,Transaction Count,Account Age,Last Transaction,Time of Transaction,isFraud
TRX3467812016,Columbus,8166.04,C1433988478,26839.46,18673.42,C1987154353,94878.7,103044.74,102,6.63,3.63,04:16:43,0
TRX8799934265,San Francisco,101181.53,C1287728562,102292.06,1110.53,C1962865655,83206.87,184388.4,43,9.35,4.95,07:39:04,0
TRX2136236948,El Paso,10430.39,C1960515948,29739.24,19308.85,C164052991,89427.65,99858.04,101,1.23,0.51,17:04:13,0
TRX5994297409,"Washington, D.C.",1015.6,C70788844,11533.25,10517.65,C185419891,46523.46,47539.06,42,9.78,6.08,20:00:40,0
TRX2955470881,El Paso,47097.56,C1307545610,56220.4,9122.84,C280397810,38182.59,85280.15,87,4.32,4.03,12:52:57,0
TRX3615311616,Dallas,3046.6,C665448485,32937.68,29891.08,C1082753194,50978.44,54025.04,37,3.4,1,00:33:59,0
TRX4501616246,Charlotte,3545.3,C1878225987,82401.63,78856.33,C1733184642,30092.35,33637.65,78,9.13,2.62,02:55:53,0
TRX4779907753,San Francisco,17154.313,C1395523773,25365.95,20387.93,C773535564,63947.48,28660.62,15,6.7,4.42,13:05:33,1
TRX3608457079,Houston,17658.97,C1856128687,40548.58,22889.61,C84324483,90473.76,108132.73,4,6.48,3.35,20:26:17,0
TRX7043753297,Fort Worth,14766.83,C1286437308,17555.57,2788.74,C1253466407,33669.48,48436.31,15,6.22,5.87,01:53:02,0
TRX6809236663,Houston,15051.54,C611498500,75884.83,60833.29,C571251299,13809.53,28861.07,23,9.72,1.69,23:17:05,0
TRX6294512727,Philadelphia,183203.29,C448600616,58913.05,10629.15,C2362977,45709.38,77087.95,25,2.53,0.79,11:25:46,1
TRX3816709434,San Francisco,86994.07,C655326029,120025.72,33031.65,C634942227,78112.65,165106.72,108,5.26,0.41,11:44:08,0
TRX4656833074,Boston,115575.41,C213383793,123870,8294.59,C676060909,87963.97,203539.38,14,6.46,5.86,15:17:08,0
TRX7039694242,Phoenix,49350.98,C356691811,94958.95,45607.97,C338620258,42078.98,91429.96,69,5.46,4.88,02:25:04,0
TRX3830414633,New York City,82855.77,C1164241227,86984.67,4128.9,C848958019,39122.44,121978.21,26,6.88,5.44,05:38:55,0
TRX1621835513,Los Angeles,775.76,C25921783,21671.47,20895.71,C1872774414,29945.74,30721.5,103,9.5,4.6,14:40:17,0
TRX7938589472,San Jose,165255.04,C90628418,982926.6,817671.56,C542306453,23215.77,188470.81,13,8.16,7.38,04:28:32,0
TRX4151735614,Los Angeles,83250.28,C1907467420,100698.37,17448.09,C1800967368,21709.59,104959.87,80,2.36,0.07,12:45:58,0
TRX4066106071,Philadelphia,88506.56,C1486553742,9419.63,91316.78,C1678422332,12943.48,27605.76,109,8.38,1.23,23:16:02,1
TRX8842922304,San Francisco,157123.89,C1679296348,160617.8,3493.91,C407493402,23778,180901.89,97,4.38,2.78,02:58:29,0
TRX5782196972,Philadelphia,14611.738,C1093426827,17114.34,94654.27,C1924563758,95345.64,20945.27,62,7.14,6.17,12:45:47,1
TRX5645300919,San Diego,27456.241,C878169229,33978.87,14346.05,C992743048,57367.14,71417.68,111,5.02,2.62,00:31:58,1
TRX9993625787,Phoenix,6523.19,C1915567579,60404.59,53881.4,C841323501,24069.91,30593.1,22,5.33,0.21,10:35:39,0
TRX4841791077,Philadelphia,398355.54,C1910098693,61122.48,75740.79,C1283050069,45514.98,85701.3,110,8.03,0.04,09:16:47,1
TRX9688158843,New York City,114415.52,C227666119,1371784.12,1257368.6,C1088034372,1126.78,115542.3,33,9.13,5.75,18:08:59,0
TRX5908779977,San Antonio,1796.01,C1989329129,57618.32,55822.31,C1631537374,42237.97,44033.98,40,5.33,4.17,15:51:32,0
TRX4752130532,Seattle,31898.13,C1403716230,52141.42,20243.29,C1615923089,48386.89,80285.02,43,9.83,1.83,21:35:16,0
TRX9838546067,New York City,2475.77,C689213488,4341.33,1865.56,C882471736,73449.49,75925.26,80,5.17,2.55,13:39:29,0
TRX9364344270,Jacksonville,10517.232,C1388499432,44825.85,79106.58,C890525812,6565.62,75161.84,82,7.5,4.44,05:23:45,1
TRX2186350927,Charlotte,648.239,C41260873,6312.75,25717.35,C961997107,93929.46,29981.64,57,8.64,1.57,05:58:20,1
TRX5611233591,Philadelphia,48789.44,C1768761582,14159.34,66388.44,C1160393458,75449.76,53731.85,33,3.63,3.3,11:53:33,1
TRX5817980527,Philadelphia,117703.84,C584866226,489140,371436.16,C1079152956,60426.69,178130.53,4,5.49,4.2,00:17:20,0
TRX3836315821,Phoenix,13590.74,C2032479363,13724.83,134.09,C737196947,11855.03,25445.77,70,9.24,4.53,14:35:08,0
TRX3739135695,Chicago,42025.29,C1123236701,54836.36,12811.07,C1977656652,97802.68,139827.97,1,6.27,5,15:18:20,0
TRX3540723260,Indianapolis,6314.93,C828610686,74008.09,67693.16,C2058455022,92538.51,98853.44,24,5.61,0.61,07:41:52,0
TRX9264078023,Chicago,6911.99,C562561015,6048.72,20591.74,C621257072,80354.61,51655.84,47,5.74,2.82,19:16:51,1
TRX6738055376,Austin,8015.47,C1532139270,82787.56,74772.09,C1790748582,56483.82,64499.29,86,8.29,2.51,21:27:24,0
TRX2818444912,Chicago,13321.371,C1478857516,43324.11,90814.34,C632233407,14349.7,77583.25,99,7.76,1.85,12:59:28,1
TRX3328724334,Austin,44740,C1997357673,70498.85,25758.85,C299684908,52510.68,97250.68,68,8.88,8.04,17:53:47,0
TRX3194737090,Jacksonville,5385.54,C1466558382,73590.98,68205.44,C627283560,58019.97,63405.51,48,8.02,7.22,14:03:12,0
TRX2420931513,Columbus,81694.11,C376725601,18981.02,4697.78,C1186989416,36260.64,69663.55,90,4.47,0.58,00:31:59,1
TRX6883469816,Philadelphia,2167.038,C1540894701,246.7,33236.03,C1268088240,24370.32,20699.31,100,4.72,4.62,04:58:21,1
TRX1908880770,Philadelphia,158883.65,C1424188812,534717.21,375833.56,C745358381,31527.97,190411.62,34,5.87,3.73,13:09:33,0
TRX1631918761,Austin,5360.4,C560858993,49714.29,44353.89,C1675570872,98896.19,104256.59,37,7.21,3.8,11:11:25,0
TRX9762747626,Nashville,3101.99,C877959545,83055.75,79953.76,C942106216,41387.02,44489.01,50,8.77,6.91,00:59:43,0
TRX7573064867,"Washington, D.C.",6794.37,C743648472,77967.84,71173.47,C2015935595,72614.25,79408.62,108,8.43,2.65,02:18:26,0
TRX1581028788,Los Angeles,276.2,C1866484678,68858.62,68582.42,C1213548460,4219.2,4495.4,43,3.28,1.28,03:09:37,0
TRX5558431568,Seattle,12769.01,C2081126702,13532.08,763.07,C20156341,6947.38,19716.39,48,6.34,2.63,17:59:06,0
TRX2551201992,Fort Worth,100059.16,C1289213409,117412.2,17353.04,C98741020,5459.23,105518.39,71,3.28,0.6,23:19:22,0
TRX5059590731,Charlotte,296896.82,C7395550,54505.08,82881.53,C1411222174,7379.21,55014.68,48,7.89,1.75,05:51:01,1
TRX2773902827,San Francisco,268571.64,C1930837320,17801.19,43595.21,C803893384,20466.99,58706.81,60,5.97,2.34,18:03:02,1
TRX7582330411,Chicago,12672.81,C1872774414,27852.26,15179.45,C406952631,15797.92,28470.73,13,7.42,2.9,04:54:12,0
TRX4222099644,Denver,113055.59,C82275756,571547.23,458491.64,C1127856876,18031.26,131086.85,81,7.2,3.99,00:19:17,0
TRX3092848806,Austin,4348.75,C1709317347,87481.29,83132.54,C422266669,63859.54,68208.29,51,9.73,3.51,00:57:35,0
TRX7222135406,Charlotte,35758.01,C1171097095,6214.83,91435.15,C899220406,45271.1,78000.88,36,9.69,2.45,22:49:09,1
TRX7178847518,Nashville,738.02,C948424584,37414,36675.98,C1902801188,3481.1,4219.12,105,9.15,5.48,18:53:51,0
TRX8266716959,Indianapolis,138163.77,C645777794,161637.85,23474.08,C540206885,22139.69,160303.46,1,4.59,3.35,00:58:04,0
TRX8091967997,Boston,147368.16,C1168956689,152603,5234.84,C1620409359,3493.28,150861.44,73,2.38,2.25,22:25:36,0
TRX9305990949,Columbus,26021.14,C688239976,7107.75,93164.99,C1919592808,95355.03,12207.39,12,3.35,1.41,15:17:31,1
TRX7460484026,Denver,1036.33,C503879157,1517.72,481.39,C1924802798,30601.66,31637.99,71,8.08,1.69,04:01:10,0
TRX4123035773,"Washington, D.C.",60500.87,C170106909,25825.08,59160.25,C1997725558,86281.81,35740.09,112,9.1,2.11,05:54:07,1
TRX2251349588,New York City,155856.72,C759536602,314658,158801.28,C1676155590,75288.13,231144.85,11,5.99,5.97,18:24:40,0
TRX3506380425,New York City,126132.64,C1909398279,919294.32,793161.68,C1605570842,81796.94,207929.58,110,8.14,6.18,00:07:27,0
TRX6872258244,"Washington, D.C.",164576.83,C2040623756,71511.55,18951.1,C1393484058,69663.55,74105.56,105,8.76,0.98,05:10:22,1
TRX4388243424,San Jose,17575.98,C645794976,37719.12,20143.14,C848102479,60806.13,78382.11,56,6.38,0.69,12:11:38,0
TRX6764346070,Dallas,10558.24,C697796273,67774,57215.76,C51362851,41790.05,52348.29,7,8.07,3.07,18:10:06,0
TRX6825954888,San Jose,109845.41,C2030568021,113986.04,4140.63,C746280996,51915.77,161761.18,13,7.05,5.59,19:46:19,0
TRX4071263839,Fort Worth,129977.85,C665696527,137899.1,7921.25,C625411191,37435.1,167412.95,55,6.71,5.33,13:00:05,0
TRX5431827766,San Francisco,15359.645,C3886839,16871.75,68806.88,C903218049,20699.31,43399.05,19,2.02,1.74,10:31:12,1
TRX3786858675,Philadelphia,2625.76,C1581066085,91580.12,88954.36,C70240068,88075.74,90701.5,74,9.14,7,05:12:57,0
TRX7597573793,"Washington, D.C.",90723.14,C199907649,96231.79,5508.65,C393549265,72808.13,163531.27,49,8.08,1.51,20:50:37,0
TRX8665812479,Austin,88414.44,C776102610,103558.28,15143.84,C379963364,35974.74,124389.18,6,5.19,3.54,11:04:22,0
TRX1262560543,San Francisco,15777.857,C1767994579,50086.01,22733.92,C1966372954,74105.56,37169.78,56,6.76,0,06:08:59,1
TRX2204197124,Chicago,34795.88,C318771502,36373.03,1577.15,C2044825144,96344.13,131140.01,97,7.05,1.43,18:27:14,0
TRX1958169286,San Francisco,1944.57,C936544568,3917.17,1972.6,C928508130,64182.19,66126.76,37,5.55,2.8,18:01:22,0
TRX9012159145,Chicago,9208.1,C118555812,78968.35,69760.25,C2094191542,60757.3,69965.4,92,4.57,3.88,21:03:45,0
TRX9035648222,Jacksonville,1954.344,C1693580552,15768.29,29573.28,C2110558717,96156.25,57474.7,13,5.64,1.7,18:42:43,1
TRX3674096651,Seattle,108969.75,C532677950,123713.76,14744.01,C835631769,99368.37,208338.12,81,6.21,5.14,01:28:20,0
TRX6883206279,El Paso,140719.4,C612693043,148910.52,8191.12,C2081964843,77020.35,217739.75,6,9.01,1.22,14:26:11,0
TRX7828037945,Charlotte,27845.63,C320198928,2874.17,47309.44,C265373577,41473.67,26423.85,46,5.25,5.13,11:52:29,1
TRX4671922163,Austin,20563.74,C479078480,138870.44,118306.7,C1982708114,79497.32,100061.06,28,8.48,7.48,20:49:36,0
TRX5353101735,New York City,6980.56,C983767354,43802.71,36822.15,C1798861270,89869.41,96849.97,31,7.57,4.8,02:21:17,0
TRX1603891612,New York City,1748.86,C885403615,58315.7,56566.84,C1038753484,58291.09,60039.95,30,4.26,2.05,18:56:48,0
TRX7094589460,Houston,42963.87,C1580874189,58423.92,15460.05,C1638249646,67100.46,110064.33,104,8.77,5.42,01:52:28,0
TRX1918512480,Charlotte,16161.393,C1171097095,51221.57,12029.17,C1754303463,62073.59,43895.21,36,6.12,2.45,03:18:37,1
TRX1013098641,San Francisco,1765.798,C1283148337,9124.96,54367.25,C1586095399,27135.54,3207.97,74,4.53,1.98,14:03:48,1
TRX4826543239,San Diego,10684.01,C1854880630,64882.23,54198.22,C1595206481,26563.81,37247.82,48,4.84,0.29,12:20:45,0
TRX2186958895,Boston,62802.61,C501036152,81034.66,18232.05,C2139051082,48391.97,111194.58,61,8.21,0.44,04:44:24,0
TRX6248886455,San Diego,2713.13,C1796415927,73088.97,70375.84,C1566511282,56587.57,59300.7,96,9.05,8.94,09:19:22,0
TRX8975495247,Houston,35063.63,C1459669467,39681.2,4617.57,C762509150,18264.18,53327.81,2,2.18,2,18:27:09,0
TRX4004447347,El Paso,13019.49,C707238050,88915.01,75895.52,C1406253491,5006.38,18025.87,107,6.7,2.01,08:47:18,0
TRX6901253248,Houston,6869.52,C1137401656,78016.33,71146.81,C487246735,67799.9,74669.42,3,2.36,2.32,03:17:04,0
TRX8482941621,New York City,3256.43,C156203431,24863.25,21606.82,C1639765351,77969.97,81226.4,98,3.33,2.57,12:28:32,0
TRX1164677598,Chicago,45926.21,C1500017559,36260.64,87542.62,C1068945248,63833.14,58269.92,53,7.73,0.79,22:33:45,1
TRX9214079105,New York City,5341.97,C1489946715,78458.27,73116.3,C1656059001,40698.24,46040.21,81,5.64,3.47,00:45:21,0
TRX7622690713,San Diego,17851.54,C1431244283,28538.73,10687.19,C1861495165,12593.28,30444.82,109,8.56,1.34,17:47:36,0
TRX3917828328,Chicago,198031.82,C862025017,586949.26,388917.44,C905488851,91254.32,289286.14,93,4.95,4,23:13:22,0
TRX1069525433,San Francisco,33433.442,C1477073774,46206.83,97859.45,C265330243,16314.2,2067.42,68,3.45,0.62,18:28:15,1
TRX6789737733,Dallas,5249.58,C513413353,10847.08,5597.5,C145066402,14614.21,19863.79,100,7.4,3.15,05:57:38,0
TRX6976616412,San Francisco,11889.61,C291359466,87529.15,75639.54,C1528769018,5483.07,17372.68,23,3.4,0.47,13:28:28,0
TRX5808036624,Los Angeles,1559.58,C1440320443,10084.14,8524.56,C476013202,84354.68,85914.26,106,9.82,7.41,17:36:56,0
TRX4225744417,Seattle,3455.85,C1953251612,74945.05,71489.2,C1498016680,57618.32,61074.17,110,7.18,1.09,23:51:10,0
TRX9207078998,Jacksonville,4969.052,C1000719581,47372.05,4577.61,C2099932844,58582.56,58183.71,45,9.82,2.19,07:23:01,1
TRX5372369923,San Antonio,154959.19,C1434066477,159945.82,4986.63,C940905579,88678.99,243638.18,88,1.38,0.94,10:21:47,0
TRX1986351784,Boston,193550.78,C386607015,807691.82,614141.04,C2060178384,91929.61,285480.39,54,9.19,3.12,06:51:25,0
TRX9824705351,Charlotte,120710.55,C263574324,910363.19,789652.64,C1009638012,70966.3,191676.85,4,7.18,1.23,16:44:12,0
TRX5824868590,New York City,143014.18,C1851741304,991585.9,848571.72,C1594065480,16037.35,159051.53,104,8.39,0.87,16:47:13,0
TRX1550951627,San Diego,2400.47,C346327277,21884.7,19484.23,C1216623883,81252.67,83653.14,96,9.81,4.03,23:12:44,0
TRX8620696528,Jacksonville,38883.63,C1242969461,30175.31,89083.28,C1559673372,50646.7,2718.27,85,2.93,0.22,23:38:14,1
TRX4975515691,Denver,147037.55,C502661440,147273.99,236.44,C1684368286,72250.27,219287.82,4,11.34,3.74,16:20:11,0
TRX9168188863,Chicago,7928.7,C1037983544,15386.8,7458.1,C2101666759,1399.55,9328.25,112,7.14,1.76,15:20:28,0
TRX9752089161,"Washington, D.C.",57342.59,C882658588,83721,26378.41,C1141113940,76909.94,134252.53,26,8.22,1.53,07:46:35,0
TRX6450947410,Charlotte,61021.3,C1321115948,110491.21,49469.91,C1391818342,57549.17,118570.47,37,9.74,3.15,16:32:48,0
TRX5040778940,El Paso,413.84,C918357996,14654.52,14240.68,C1222416720,29081.88,29495.72,53,5.87,4.37,23:32:11,0
TRX3541285663,Fort Worth,10844.33,C118492650,37660.7,26816.37,C425015667,85950.89,96795.22,43,8.69,0.1,18:22:56,0
TRX1259117680,Denver,1252.27,C1597268821,12601.01,11348.74,C643328884,22629.08,23881.35,96,8.56,6.07,09:01:05,0
TRX5070670351,Jacksonville,26243.454,C1160692359,76062.17,80251.17,C2076486718,37169.78,54508.13,62,9.56,1.09,02:49:05,1
TRX8203544881,Philadelphia,320.53,C1788256184,5459.23,5138.7,C7131630,41799.62,42120.15,7,5.66,0.36,17:02:23,0
TRX1927752093,Phoenix,180617.04,C1443967876,199158.9,18541.86,C258597722,61943.38,242560.42,67,12.44,4.2,10:46:57,0
TRX8330241435,San Jose,67681.82,C1107717901,79288.98,11607.16,C2111302742,80814.46,148496.28,21,6.61,4.62,10:57:30,0
TRX7564742850,Boston,1972.03,C2054077982,85329.3,83357.27,C428061834,87985.73,89957.76,103,3.09,2.91,17:11:01,0
TRX5859519599,"Washington, D.C.",6705.75,C1140430871,61648.54,54942.79,C1544821883,43002.41,49708.16,63,6.17,1.01,06:28:42,0
TRX7445652229,Chicago,3882.8,C1794314439,79539.21,75656.41,C76933283,96743.74,100626.54,23,5.03,0.62,10:32:06,0
TRX3718408675,Philadelphia,9637.023,C547566106,35531.1,84043.68,C1578959831,31612.22,81275.71,24,5.07,1.42,18:07:22,1
TRX8530243702,Los Angeles,88141.39,C2017890623,89970.01,1828.62,C72893188,10554.19,98695.58,97,2.32,0,10:47:14,0
TRX9202370670,Charlotte,12332.04762,C877891582,95512.7,48816.07,C1057291015,7601.92,32139.73,37,1.88,0.63,00:06:44,1
TRX1414781352,El Paso,3743.03,C1151446606,40036.37,36293.34,C2105375514,16083.34,19826.37,42,5.16,4.17,16:10:23,0
TRX3658773893,Jacksonville,128062.77,C1522292820,24878.95,38565.84,C566891420,11273.28,37946.53,111,6.47,0.78,22:03:50,1
TRX5878445036,"Washington, D.C.",6831.38,C1848939096,71675.65,64844.27,C620261500,35525.58,42356.96,104,7.79,6.19,08:17:05,0
TRX5006176872,San Antonio,5435.84,C1892531480,18677.5,13241.66,C854719230,77788.53,83224.37,47,9.66,7.91,03:04:11,0
TRX3768064329,New York City,11627.71,C1418622705,34111.43,22483.72,C1787843859,76298.35,87926.06,112,3.14,2.03,02:26:51,0
TRX4011555810,New York City,103041.57,C336400944,125270.17,22228.6,C943051773,14506.2,117547.77,48,6.33,1.51,09:57:35,0
TRX2924084116,Dallas,139402.77,C1560142500,143239.97,3837.2,C1072154748,371.73,139774.5,13,9.63,6.28,15:43:36,0
TRX3865942008,Nashville,3393.07,C1437107223,28241.02,24847.95,C616459828,86273.58,89666.65,27,2.92,2.64,17:49:50,0
TRX7478020610,Los Angeles,163071.07,C160221123,441489.35,278418.28,C1182311147,22671.5,185742.57,44,6.39,1.64,12:36:20,0
TRX6516100838,Los Angeles,13223.51,C669700766,68512.31,55288.8,C1817154869,70623.69,83847.2,95,7.09,1.51,23:13:35,0
TRX2488561746,Charlotte,284677.82,C359713488,64345.84,12865.18,C1403255947,72410.9,48112.15,88,7.87,3.58,22:04:40,1
TRX2923170819,Boston,5363,C1728002047,62331.4,56968.4,C757099121,78850.05,84213.05,90,6.43,1.21,18:10:23,0
TRX8676490219,New York City,60707.9,C1278226232,80108.31,19400.41,C1245926068,68693.03,129400.93,15,8.94,3.36,08:59:27,0
TRX2740069905,San Francisco,94245.81,C1386805129,142077.23,47831.42,C394840929,76086.14,170331.95,98,3.55,2.85,09:28:55,0
TRX9581701979,Nashville,7065.2,C466032056,7422.13,356.93,C479531961,52950.4,60015.6,103,8.5,4.87,07:24:57,0
TRX2423742494,Austin,63737.25,C1182469998,81582.63,17845.38,C503209425,57371.09,121108.34,13,3.67,1.12,23:52:18,0
TRX6788398062,Indianapolis,152347.99,C1673413960,157439.19,5091.2,C834837937,5076.83,157424.82,82,2.06,0.91,09:01:04,0
TRX3061322297,Fort Worth,8363.92,C98351968,76585.18,68221.26,C1459653060,89690.08,98054,101,4.11,3.93,13:37:59,0
TRX9115027321,Jacksonville,145465.07,C1518966801,740284.51,594819.44,C1343952313,67414.25,212879.32,37,1.57,1.33,07:59:16,0
TRX7574960586,San Francisco,68376.58,C1334198737,8006.92,84520.56,C1346532545,75319.89,44878.14,59,7.56,0.86,14:29:29,1
TRX7056147065,San Antonio,12921.9,C83534488,32285.27,19363.37,C295064445,87200.83,100122.73,39,8.6,4.3,21:59:54,0
TRX7944664597,Philadelphia,131108.91,C1078448857,136395.28,5286.37,C1618425865,53131.05,184239.96,102,9.41,8.1,07:30:41,0
TRX8681646108,"Washington, D.C.",1839.45,C877457423,30137.96,28298.51,C802628402,14967.07,16806.52,97,9.36,4.64,05:14:09,0
TRX7868322941,Seattle,338.704,C10593633,1659.67,68802.99,C903227399,19756.3,19915.63,65,3.19,0,03:00:57,1
TRX2132171398,Nashville,128572.01,C366916060,166902.94,38330.93,C1775120226,25374.9,153946.91,105,9.41,2.05,11:40:30,0
TRX3834775489,Fort Worth,3397.33,C168703427,20317.09,16919.76,C1397978526,63148.44,66545.77,44,6.99,5.62,19:28:12,0
TRX9366192746,Charlotte,4276.93,C1188958603,19062.48,14785.55,C247269033,12949.01,17225.94,16,7.27,2.85,17:07:24,0
TRX5413415240,Dallas,10407.19,C1091523506,67808.05,57400.86,C955581180,93613.66,104020.85,73,9.86,9.81,06:00:55,0
TRX9771679179,Denver,1194.12,C1356985340,2702.39,1508.27,C2076543121,98423.91,99618.03,81,9.29,3.83,06:01:36,0
TRX7139614413,Philadelphia,1711.068653,C1999135802,6776.12,32915.82,C1658785779,17288.69,85679.42,106,9.82,1.23,17:00:44,1
TRX9567465738,San Francisco,14796.83,C1017472170,69804.01,55007.18,C2022586114,6948.1,21744.93,13,4,1.97,17:19:42,0
TRX1531282792,San Francisco,48267.2,C1392027380,77680.31,29413.11,C52544167,3783.13,52050.33,85,3.23,1.13,02:50:37,0
TRX5755483716,San Jose,133479.38,C257641638,1116043.86,982564.48,C1857063398,44347.3,177826.68,68,1.75,0.66,03:22:16,0
TRX6087338325,Denver,4024.36,C1119920494,99778.37,95754.01,C1186638861,27186.88,31211.24,45,7.72,1.16,23:52:41,0
TRX3042995396,Dallas,2556.31,C498574510,13545.54,10989.23,C424848797,83367.53,85923.84,30,8.62,1.83,23:36:26,0
TRX4950117459,Nashville,61528.05,C1982672460,75526.87,13998.82,C7508078,28567.3,90095.35,59,7.71,1.87,21:24:09,0
TRX4372084716,San Francisco,132958.68,C721648892,1086822.84,953864.16,C2022680863,49567.19,182525.87,60,8.92,0.97,09:38:04,0
TRX6815894616,El Paso,5416.8,C1443422804,39576.92,34160.12,C364480205,92173.5,97590.3,3,3,0.02,12:34:15,0
TRX7027502124,Charlotte,103657.52,C216758017,105012.01,1354.49,C1808428108,20184.13,123841.65,100,2.91,0.71,01:56:39,0
TRX5152290063,Seattle,4800.76,C2142052682,75776.27,70975.51,C1876700598,61648.54,66449.3,44,9.99,0.04,02:25:35,0
TRX3862926938,Jacksonville,109552.96,C1295011929,80714.08,47175.22,C1321115948,55171.41,21019.22,109,8.25,0.14,20:52:40,1
TRX7871857058,Jacksonville,23840.24,C1898773347,24077.48,237.24,C121656075,19810.07,43650.31,1,6.79,0.6,19:24:16,0
TRX4557132293,Denver,9616.45,C307488715,75879.98,66263.53,C866488267,9485.19,19101.64,33,6.84,1.41,02:15:22,0
TRX1497564503,Chicago,5267.26,C2080672560,78873.4,73606.14,C784934449,68914.03,74181.29,91,7.47,1.49,11:45:12,0
TRX1838214095,Jacksonville,154703.29,C815593047,161312.92,6609.63,C1238013097,35334.16,190037.45,90,7.95,4.01,03:03:39,0
TRX5737364771,"Washington, D.C.",3992.52,C1340057206,81108.69,77116.17,C1257532915,41436.6,45429.12,92,4.07,2.71,07:37:54,0
TRX1837671105,El Paso,161836.18,C1851947704,950559.02,788722.84,C1325866488,40814.04,202650.22,19,3.5,3.5,12:40:39,0
TRX5768315257,Dallas,9071.09,C167013780,44291.07,35219.98,C1262110193,7745.72,16816.81,112,3.52,1.28,07:44:28,0
TRX2838285582,San Diego,10311.31,C885186621,12590.38,2279.07,C1627010197,62991.19,73302.5,100,2.57,2.28,16:22:07,0
TRX5130702885,Jacksonville,152057.34,C1561745898,188663.26,36605.92,C1207229581,253.41,152310.75,48,2.79,2.73,05:57:03,0
TRX6549654052,Philadelphia,576.08,C1423553082,43965.32,43389.24,C842331982,2887.77,3463.85,31,9.72,6.33,12:01:31,0
TRX5279221026,Houston,36361.34,C1640612861,50978.44,14617.1,C1967432164,29002.07,65363.41,111,4.37,1.53,16:28:08,0
TRX3069057684,Dallas,11342.04,C62505055,61407.03,50064.99,C1279740095,47787.23,59129.27,41,9.63,7.38,23:53:20,0
TRX3069441644,San Francisco,34808.12,C1085041526,54230.23,19422.11,C803768841,37948.24,72756.36,59,3.83,1.13,10:36:49,0
TRX9751538683,San Francisco,16741.009,C1223303171,37268.92,32922.43,C656844049,20102.02,6891.11,46,2.65,1.48,03:21:03,1
TRX5695415613,Columbus,2873.37,C2120532393,25301.73,22428.36,C547293574,89401.04,92274.41,88,8.24,1.5,06:53:14,0
TRX9464021448,San Diego,3801.74,C1427013366,79190.27,75388.53,C816196187,50033.37,53835.11,36,5.35,1.49,03:43:17,0
TRX6455044582,Chicago,29430.491,C2028160153,97213.98,89392.87,C1457417579,51079.5,14572.42,73,9.81,4.1,15:38:27,1
TRX6551340534,San Antonio,91099.24,C941453849,96123.81,5024.57,C1237065580,20980.92,112080.16,80,9.99,5.26,20:25:33,0
TRX1954546402,Fort Worth,113538.92,C2031522930,14152.73,51277.12,C2108318195,14052.91,80354.61,69,4.38,1.19,11:30:11,1
TRX2806219196,Chicago,3788.69,C1187025844,83021.64,79232.95,C1611348974,36347.88,40136.57,53,9.4,3.71,01:13:15,0
TRX6535700389,Nashville,11354.179,C405252209,96845.27,93569.13,C1894826834,89692.19,42008.67,22,2.1,0.94,15:21:13,1
TRX4981693765,San Francisco,34638.53,C1490985125,45228.14,10589.61,C1401758472,77645.66,112284.19,48,6.68,0.75,04:23:53,0
TRX8872460002,Seattle,87031.3,C1793450447,130469.81,43438.51,C386153220,51979.45,139010.75,54,5.09,2.45,16:18:31,0
TRX9221880575,Nashville,8016.07,C1218734863,40967.86,32951.79,C1735688275,4053.63,12069.7,106,3.76,2.47,22:48:46,0
TRX9910850507,El Paso,4416.9,C1286393023,99731.72,95314.82,C629289362,75564.69,79981.59,102,5.44,4.36,01:49:41,0
TRX4385084537,Los Angeles,1153.98,C1253600042,80551.8,79397.82,C164491582,73617.85,74771.83,16,7.86,1.87,21:07:48,0
TRX1097353533,San Francisco,105244.81,C1986550448,115806.41,10561.6,C1010971109,95797.21,201042.02,34,9.47,1.4,08:34:55,0
TRX7439888952,San Francisco,85955.62,C1246101297,104026.92,18071.3,C1013953793,83659.01,169614.63,16,7.34,5.18,20:32:06,0
TRX5310254041,"Washington, D.C.",32906.54,C568221863,41412.6,8506.06,C1428903833,22079.65,54986.19,76,7.16,4.67,13:04:03,0
TRX7041856833,San Diego,8667.21,C1644631132,12937.99,4270.78,C1210205057,93765.24,102432.45,78,7.05,0.39,08:42:01,0
TRX8362148718,San Jose,130481.92,C1625666472,955305.08,824823.16,C1023063405,91520.76,222002.68,8,9.71,1.83,00:34:08,0
TRX1992034467,Charlotte,136416.82,C2028160153,38851.61,10204.39,C827549167,76269.24,70620.88,73,9.81,4.06,05:06:41,1
TRX3083083874,Dallas,41664.88,C904208473,43447.62,1782.74,C1880990481,40892.38,82557.26,67,3.74,1.09,10:54:16,0
TRX8636378140,Boston,44944.32,C2089917982,59649.67,14705.35,C1836493317,96999.23,141943.55,30,2.45,1.93,15:09:47,0
TRX2185116256,El Paso,89380.43,C1305486145,112360.77,22980.34,C1432599360,56588.1,145968.53,62,6.82,0.02,14:51:12,0
TRX4260554720,Phoenix,71868.61,C616412281,92483.85,20615.24,C1572516402,66964.74,138833.35,55,5.4,0.81,13:04:13,0
TRX6171560805,Jacksonville,4458.647,C302007694,7581.93,68155.33,C516952715,17465.57,1383.53,16,1.08,0.05,15:48:27,1
