Type,Branch,Amount,Old Balance Origin,New Balance Origin,Old Balance Destination,New Balance Destination,Receiver,Unusual Logins,Account Age,Account Type,Time of Day,isFraud
PAYMENT,China,881.26,5386.0,4514.74,0.0,0.0,Merchant,12,1.56221437,Savings,Afternoon,1
CREDIT,Marruecos,1411.62,24433.0,25844.62,334992.04,333580.42,Customer,4,6.242319465,Savings,Afternoon,0
PAYMENT,Mexico,7089.25,1251369.0,1244279.75,1291206.0,1298295.25,Merchant,7,0.530156842,Savings,Afternoon,0
PAYMENT,Mexico,27655.2,1621849.31,1594194.11,893848.0,921503.2,Merchant,14,3.487612254,Current,Night,0
PAYMENT,Brasil,4523.0,7160.0,2637.0,1040645.0,1045168.0,Merchant,2,0.263731711,Savings,Morning,0
CASH_OUT,China,443092.83,1016923.0,573830.17,0.0,0.0,Self,2,5.51157583,Current,Night,0
PAYMENT,Ucrania,6063.34,31409.0,25345.66,208144.0,214207.34,Merchant,1,7.899710477,Current,Afternoon,0
PAYMENT,Francia,6476.38,31280.24,24803.86,679163.0,685639.38,Merchant,13,2.52930062,Current,Afternoon,0
PAYMENT,Alemania,9471.15,17684.0,8212.85,1480164.0,1489635.15,Merchant,7,3.567635484,Current,Night,0
CASH_IN,China,128336.28,1518424.06,1646760.34,0.0,0.0,Self,7,1.574550482,Savings,Night,0
PAYMENT,Estados Unidos,2499.52,18230.0,15730.48,1422576.0,1425075.52,Merchant,12,4.617334987,Savings,Afternoon,0
PAYMENT,Angola,13679.84,263910.0,250230.16,131579.0,145258.84,Merchant,11,4.671854198,Current,Afternoon,0
PAYMENT,Sudan,993.46,19448.0,18454.54,1084685.0,1085678.46,Merchant,13,6.073893029,Savings,Morning,0
PAYMENT,Nigeria,7517.69,10966.0,3448.31,1956265.0,1963782.69,Merchant,5,2.021307291,Current,Morning,0
PAYMENT,Japan,16050.88,25923.54,9872.66,693526.0,709576.88,Merchant,1,7.850295243,Savings,Morning,0
CREDIT,Brasil,2762.82,119291.0,122053.82,55662.0,52899.18,Customer,17,2.949039072,Savings,Night,0
CASH_IN,Estados Unidos,79647.21,3593807.1,3673454.31,0.0,0.0,Self,5,8.566101132,Current,Afternoon,0
PAYMENT,Nicaragua,1292.63,21109.0,19816.37,1538607.0,1539899.63,Merchant,20,4.254197713,Savings,Afternoon,0
PAYMENT,Indonesia,6016.97,27025.0,21008.03,1217434.0,1223450.97,Merchant,8,5.956834313,Current,Morning,0
PAYMENT,Estados Unidos,14463.47,107055.0,92591.53,1132338.0,1146801.47,Merchant,2,0.080238858,Current,Night,0
PAYMENT,Estados Unidos,1680.88,20388.0,18707.12,962202.0,963882.88,Merchant,8,1.310206918,Current,Afternoon,0
PAYMENT,Australia,34885.44,96636.56,61751.12,1725234.0,1760119.44,Merchant,18,2.32760027,Current,Morning,0
CASH_IN,Francia,2099.59,7096554.61,7098654.2,0.0,0.0,Self,14,1.133010918,Savings,Night,0
CASH_OUT,India,13576.03,1616550.0,1602973.97,0.0,0.0,Self,20,7.027253204,Savings,Night,0
CASH_IN,Italia,38923.13,3509464.73,3548387.86,0.0,0.0,Self,16,7.808891379,Savings,Afternoon,0
CASH_IN,Estados Unidos,343371.38,8855149.51,9198520.89,17300000.0,18100000.0,Self,16,0.5611147797,Savings,Night,1
PAYMENT,Alemania,2375.97,3546.11,1170.14,1371771.0,1374146.97,Merchant,16,0.969806057,Savings,Afternoon,0
PAYMENT,Rusia,1967.35,10492.0,8524.65,1739305.0,1741272.35,Merchant,10,5.028339957,Savings,Afternoon,0
PAYMENT,Bielorrusia,8502.04,16311.0,7808.96,1299868.0,1308370.04,Merchant,2,5.920530983,Current,Morning,0
PAYMENT,Venezuela,1024.56,3267.57,2243.01,1622309.0,1623333.56,Merchant,13,6.468723405,Savings,Afternoon,0
CASH_IN,Indonesia,85584.66,435433.91,521018.57,0.0,0.0,Self,15,5.094458634,Savings,Night,0
PAYMENT,Turquia,2771.16,60721.0,57959.84,0.0,0.0,Merchant,1,6.759003479,Savings,Morning,1
PAYMENT,Estados Unidos,270.88,50435.0,50164.12,1173895.0,1174165.88,Merchant,15,1.151905724,Savings,Night,0
PAYMENT,Honduras,4379.29,60214.55,55835.26,1038298.0,1042677.29,Merchant,2,5.589687719,Current,Afternoon,0
PAYMENT,Mongolia,4163.82,25083.17,20919.35,1446876.0,1451039.82,Merchant,11,0.257161935,Savings,Morning,0
PAYMENT,Estados Unidos,5717.58,13252.0,7534.42,1550363.0,1556080.58,Merchant,9,3.257416277,Savings,Night,0
TRANSFER,Francia,34115.82,36620.0,2504.18,245.56,34361.38,Customer,5,4.132109045,Savings,Afternoon,0
TRANSFER,Australia,64185.86,1018198.0,954012.14,75663.55,139849.41,Customer,8,0.995394848,Savings,Afternoon,0
CASH_IN,El Salvador,14401.68,3616587.55,3630989.23,0.0,0.0,Self,8,8.490352996,Current,Night,0
TRANSFER,Italia,16626.81,1848394.0,1831767.19,2073489.52,2090116.33,Customer,2,8.292577911,Savings,Morning,0
PAYMENT,Estados Unidos,25828.32,235318.58,209490.26,1393920.0,1419748.32,Merchant,2,2.71408396,Savings,Night,0
CASH_IN,Estados Unidos,37190.91,5544982.02,5582172.93,0.0,0.0,Self,15,4.175102265,Current,Afternoon,0
CASH_IN,Alemania,143148.97,4502611.13,4645760.1,0.0,0.0,Self,9,8.363968083,Current,Night,0
CASH_OUT,China,102210.04,448090.0,345879.96,0.0,0.0,Self,1,5.309553708,Savings,Night,0
CASH_OUT,Alemania,259080.76,957181.0,698100.24,0.0,0.0,Self,5,3.716557217,Savings,Morning,0
TRANSFER,Estados Unidos,528013.15,1745942.0,1217928.85,777814.86,1305828.01,Customer,17,6.182892159,Current,Morning,0
PAYMENT,Filipinas,956.17,759914.47,758958.3,720361.0,721317.17,Merchant,4,5.647437581,Savings,Afternoon,0
PAYMENT,Espana,15034.23,40458.0,25423.77,1223208.0,1238242.23,Merchant,19,5.883480462,Current,Morning,0
PAYMENT,Estados Unidos,16600.63,703094.0,686493.37,693673.0,710273.63,Merchant,8,7.141876054,Current,Afternoon,0
CASH_OUT,Estados Unidos,12910.33,1636917.0,1624006.67,0.0,0.0,Self,18,6.033858257,Current,Night,0
PAYMENT,Panama,10424.89,50780.0,40355.11,1617337.0,1627761.89,Merchant,6,7.354337006,Savings,Night,0
CASH_OUT,China,99349.84,1797621.0,1698271.16,0.0,0.0,Self,4,0.453069514,Savings,Night,0
PAYMENT,Espana,2998.2,15593.45,12605.25,0.0,0.0,Merchant,1,4.782277028,Current,Night,1
CASH_OUT,Reino Unido,224221.08,1419830.0,1195608.92,0.0,0.0,Self,15,6.869006937,Savings,Morning,0
TRANSFER,Francia,618122.62,1018649.0,400526.38,21174.0,639296.62,Customer,1,7.809862479,Savings,Morning,0
PAYMENT,Francia,6976.97,0.0,0.0,0.0,0.0,Merchant,14,4.618669954,Current,Morning,1
PAYMENT,El Salvador,1080.16,29836.0,28755.84,163231.0,164311.16,Merchant,14,7.238163024,Current,Night,0
CASH_IN,India,59784.87,12500000.0,12559784.87,0.0,0.0,Self,3,6.474713059,Savings,Night,0
PAYMENT,Canada,2315.6,8676.0,6360.4,1290141.0,1292456.6,Merchant,5,1.108596957,Savings,Afternoon,0
PAYMENT,Australia,1130.94,2489.0,1358.06,1563688.0,1564818.94,Merchant,19,1.954610112,Savings,Afternoon,0
PAYMENT,Australia,5029.67,757827.0,752797.33,516719.0,521748.67,Merchant,13,4.240368185,Savings,Afternoon,0
CASH_OUT,Honduras,311864.41,1810416.0,1498551.59,0.0,0.0,Self,2,4.846300925,Savings,Morning,0
PAYMENT,Mexico,31984.61,41228.0,9243.39,651609.0,683593.61,Merchant,8,7.674079415,Savings,Morning,0
PAYMENT,Estados Unidos,29401.85,31369.0,1967.15,517298.0,546699.85,Merchant,10,5.711912197,Savings,Afternoon,0
PAYMENT,India,1864.28,21249.0,19384.72,1157431.0,1159295.28,Merchant,10,2.705919698,Savings,Morning,0
CASH_IN,El Salvador,23303.97,2286149.09,2309453.06,0.0,0.0,Self,3,6.809988552,Savings,Morning,0
PAYMENT,China,18118.2,30075.0,11956.8,1310006.0,1328124.2,Merchant,14,1.550000774,Current,Afternoon,0
PAYMENT,Italia,13006.27,21543.0,8546.73,0.0,0.0,Merchant,15,4.847811052,Savings,Night,1
PAYMENT,Nicaragua,5975.88,1693196.0,1687220.12,478084.0,484059.88,Merchant,19,6.839248662,Savings,Morning,0
PAYMENT,Noruega,10310.77,10462.0,151.23,1041276.0,1051586.77,Merchant,20,1.55876024,Savings,Morning,0
CASH_IN,Austria,283711.39,7400777.45,7684488.84,0.0,0.0,Self,18,4.479772598,Current,Afternoon,0
TRANSFER,Reino Unido,229316.19,1251617.59,1022301.4,1395069.49,1624385.68,Customer,16,5.733019255,Savings,Morning,0
TRANSFER,Camerun,1664987.6,2671074.0,1006086.4,16100000.0,17764987.6,Customer,9,6.678385653,Savings,Morning,0
CASH_IN,Honduras,497735.31,4303989.81,4801725.12,0.0,0.0,Self,18,7.713819116,Savings,Night,0
PAYMENT,Indonesia,2599.05,39532.0,36932.95,983639.0,986238.05,Merchant,8,7.726669617,Savings,Afternoon,0
PAYMENT,Somalia,20560.86,964428.0,943867.14,1979078.0,1999638.86,Merchant,16,1.6643761,Savings,Night,0
CASH_OUT,Nicaragua,6701.1,105415.71,98714.61,0.0,0.0,Self,13,0.192582403,Current,Night,0
CASH_OUT,Nueva Zelanda,46261.02,1363459.0,1317197.98,0.0,0.0,Self,13,0.046900012,Savings,Night,0
CASH_OUT,Alemania,18672.02,1433169.0,1414496.98,0.0,0.0,Self,19,3.661597024,Savings,Night,0
PAYMENT,Austria,3631.87,13178.14,9546.27,1940835.0,1944466.87,Merchant,2,6.386173814,Savings,Afternoon,0
PAYMENT,Noruega,12650.89,48345.47,35694.58,569195.0,581845.89,Merchant,5,1.470803375,Savings,Afternoon,0
CASH_IN,Reino Unido,17487.62,341658.45,359146.07,0.0,0.0,Self,12,3.891338329,Current,Night,0
PAYMENT,Australia,20982.22,1126625.0,1105642.78,1707155.0,1728137.22,Merchant,15,3.476062314,Savings,Morning,0
PAYMENT,Reino Unido,982.67,11340.0,10357.33,1045269.0,1046251.67,Merchant,4,7.159818274,Savings,Morning,0
TRANSFER,Reino Unido,1212719.61,2112121.0,899401.39,9615567.18,10828286.79,Customer,18,7.695238491,Current,Afternoon,0
CASH_OUT,Reino Unido,136032.35,1577367.0,1441334.65,0.0,0.0,Self,20,1.995056747,Current,Morning,0
CASH_OUT,Turquia,49177.38,553569.0,504391.62,0.0,0.0,Self,12,5.206377912,Savings,Morning,0
PAYMENT,Japan,3361.21,89408.76,86047.55,1872806.0,1876167.21,Merchant,15,2.657283639,Savings,Night,0
CASH_IN,Italia,33499.16,5664660.65,5698159.81,0.0,0.0,Self,2,4.64229884,Savings,Night,0
PAYMENT,Alemania,652.67,2290.0,1637.33,413936.0,414588.67,Merchant,18,7.881119685,Savings,Night,0
PAYMENT,Colombia,14439.4,18358.0,3918.6,1118115.0,1132554.4,Merchant,4,8.012042348,Current,Night,0
PAYMENT,Republica Dominicana,580.51,81948.0,81367.49,279476.0,280056.51,Merchant,13,6.661359395,Savings,Morning,0
PAYMENT,Belgica,12429.59,16231.0,3811.41,0.0,0.0,Merchant,10,4.37575273,Savings,Morning,1
PAYMENT,Mexico,5840.15,31275.0,25434.85,239478.0,245318.15,Merchant,10,4.194819352,Current,Night,0
CASH_OUT,Estados Unidos,86833.04,982084.0,895250.96,0.0,0.0,Self,10,4.624102371,Savings,Morning,0
PAYMENT,Kenia,584.62,8387.0,7802.38,1943920.0,1944504.62,Merchant,1,5.715865566,Savings,Morning,0
TRANSFER,Italia,840886.94,1246459.0,405572.06,51744.0,892630.94,Customer,13,8.211846105,Savings,Morning,0
PAYMENT,China,7667.38,179634.7,171977.32,0.0,0.0,Merchant,2,2.710583565,Savings,Afternoon,1
CASH_IN,Estados Unidos,131027.05,2912649.49,3043676.54,0.0,0.0,Self,20,8.46868661,Savings,Night,0
CASH_IN,Reino Unido,111692.26,8014144.64,8125836.9,0.0,0.0,Self,18,7.554036675,Current,Afternoon,0
PAYMENT,Argentina,33416.51,51730.0,18313.49,1861909.0,1895325.51,Merchant,16,5.994519026,Current,Afternoon,0
PAYMENT,Nicaragua,31142.75,1851745.0,1820602.25,1896481.0,1927623.75,Merchant,8,0.871246584,Current,Afternoon,0
CASH_IN,India,253489.92,10500000.0,10753489.92,0.0,0.0,Self,13,8.851509867,Savings,Afternoon,0
CASH_OUT,Polonia,237752.47,1160976.0,923223.53,0.0,0.0,Self,17,2.887615323,Current,Morning,0
CASH_OUT,Finlandia,286803.5,2065714.0,1778910.5,0.0,0.0,Self,4,2.853995151,Savings,Afternoon,0
PAYMENT,Haiti,12274.76,24514.0,12239.24,987470.0,999744.76,Merchant,9,7.185858065,Savings,Afternoon,0
PAYMENT,Alemania,5881.78,39847.0,33965.22,508202.0,514083.78,Merchant,15,3.469499124,Savings,Night,0
PAYMENT,India,6166.59,6745.0,578.41,202565.0,208731.59,Merchant,3,1.558395775,Savings,Morning,0
PAYMENT,Nicaragua,1895.47,214570.0,212674.53,749489.0,751384.47,Merchant,1,0.429256137,Current,Morning,0
PAYMENT,China,12293.9,1502293.0,1489999.1,1263027.0,1275320.9,Merchant,12,6.539106731,Current,Afternoon,0
PAYMENT,Mexico,4057.77,20374.78,16317.01,549507.0,553564.77,Merchant,1,4.592578814,Savings,Afternoon,0
PAYMENT,Francia,4095.66,438279.0,434183.34,226414.0,230509.66,Merchant,9,1.998161133,Current,Night,0
PAYMENT,Estados Unidos,11774.37,376496.92,364722.55,566064.0,577838.37,Merchant,20,0.720015931,Savings,Morning,0
PAYMENT,Indonesia,2463.48,3921.0,1457.52,249678.0,252141.48,Merchant,13,0.679492698,Current,Morning,0
PAYMENT,Belgica,1002.96,8325.0,7322.04,1476765.0,1477767.96,Merchant,9,3.943430203,Current,Afternoon,0
TRANSFER,Alemania,243525.21,537962.0,294436.79,679120.78,922645.99,Customer,14,6.342060021,Current,Morning,0
CASH_OUT,Francia,251863.34,867681.0,615817.66,0.0,0.0,Self,18,1.727490205,Savings,Night,0
CASH_IN,Estados Unidos,109182.14,172423.33,281605.47,0.0,0.0,Self,12,0.136061227,Current,Morning,0
PAYMENT,Australia,7625.73,248677.0,241051.27,346569.0,354194.73,Merchant,20,1.117276717,Savings,Night,0
CASH_IN,Malasia,94712.61,8596484.44,8691197.05,0.0,0.0,Self,2,6.809581663,Savings,Night,0
PAYMENT,Alemania,6849.71,50432.0,43582.29,375535.0,382384.71,Merchant,8,4.047821556,Current,Morning,0
CASH_OUT,China,13136.44,13980.0,843.56,0.0,0.0,Self,13,5.589536141,Current,Morning,0
CASH_OUT,Noruega,239692.36,1473395.19,1233702.83,0.0,0.0,Self,6,1.641795651,Current,Morning,0
CASH_IN,Estados Unidos,367673.83,4619880.24,4987554.07,0.0,0.0,Self,7,2.822543441,Savings,Afternoon,0
CASH_IN,Estados Unidos,69286.21,4194543.63,4263829.84,0.0,0.0,Self,19,7.080562918,Savings,Night,0
PAYMENT,Australia,16171.2,1220226.0,1204054.8,593021.0,609192.2,Merchant,9,4.820364963,Current,Afternoon,0
PAYMENT,India,3984.14,59401.71,55417.57,1789180.0,1793164.14,Merchant,12,6.561730244,Savings,Afternoon,0
PAYMENT,Cuba,9470.18,11440.0,1969.82,1880266.0,1889736.18,Merchant,4,7.18672343,Savings,Morning,0
CASH_IN,Republica Democratica del Congo,190398.63,281826.4,472225.03,0.0,0.0,Self,1,5.768777993,Current,Night,0
PAYMENT,Mexico,4504.32,13048.0,8543.68,1633620.0,1638124.32,Merchant,4,8.827839048,Current,Afternoon,0
PAYMENT,Italia,6373.61,41765.0,35391.39,273587.0,279960.61,Merchant,6,7.993866927,Savings,Morning,0
PAYMENT,Filipinas,9215.58,10599.0,1383.42,1906095.0,1915310.58,Merchant,16,7.789442446,Current,Night,0
PAYMENT,Alemania,2091.2,31581.0,29489.8,1510747.0,1512838.2,Merchant,11,8.502430118,Current,Night,0
CASH_IN,Reino Unido,206405.92,2559941.74,2766347.66,0.0,0.0,Self,20,4.025716549,Current,Night,0
PAYMENT,Republica Dominicana,2830.73,13299.0,10468.27,1201404.0,1204234.73,Merchant,2,1.864469114,Savings,Night,0
CASH_IN,Honduras,71275.47,8499043.13,8570318.6,0.0,0.0,Self,3,8.100270892,Savings,Night,0
PAYMENT,China,7456.44,68553.0,61096.56,879580.0,887036.44,Merchant,6,4.113017111,Savings,Morning,0
CASH_IN,Indonesia,145095.94,1918418.07,2063514.01,0.0,0.0,Self,4,2.278086345,Savings,Morning,0
CASH_IN,Estados Unidos,569038.9,8067733.13,8636772.03,0.0,0.0,Self,15,5.41716273,Savings,Morning,0
PAYMENT,Corea del Sur,22976.16,51668.4,28692.24,591851.0,614827.16,Merchant,13,0.938835064,Current,Night,0
PAYMENT,Estados Unidos,39268.73,462936.0,423667.27,1542937.0,1582205.73,Merchant,1,4.955993087,Savings,Afternoon,0
PAYMENT,Nueva Zelanda,6204.45,203281.0,197076.55,463891.0,470095.45,Merchant,16,4.102497864,Savings,Morning,0
PAYMENT,Francia,2588.24,69798.26,67210.02,838284.0,840872.24,Merchant,14,1.911655526,Savings,Afternoon,0
TRANSFER,Brasil,237177.84,1944059.0,1706881.16,1146687.85,1383865.69,Customer,1,4.138896841,Current,Morning,0
PAYMENT,Francia,5624.78,25211.24,19586.46,513102.0,518726.78,Merchant,6,0.335103599,Savings,Morning,0
CASH_OUT,Finlandia,256226.2,1302300.0,1046073.8,0.0,0.0,Self,18,7.598655407,Current,Morning,0
CASH_IN,China,21865.49,12100000.0,12121865.49,0.0,0.0,Self,15,5.421730519,Savings,Afternoon,0
PAYMENT,Francia,5270.72,62021.17,56750.45,1998238.0,2003508.72,Merchant,10,5.219527382,Savings,Afternoon,0
CASH_IN,Francia,475857.13,476831.86,952688.99,0.0,0.0,Self,8,6.242560113,Savings,Night,0
PAYMENT,Estados Unidos,15353.55,1961894.0,1946540.45,1342078.0,1357431.55,Merchant,9,8.755876879,Current,Afternoon,0
CREDIT,Haiti,618.01,33642.0,34260.01,12901.08,12283.07,Customer,16,2.334095681,Savings,Afternoon,0
CASH_OUT,Singapur,6683.95,56755.06,50071.11,0.0,0.0,Self,16,8.589369568,Current,Night,0
TRANSFER,Australia,383533.35,968438.0,584904.65,0.0,383533.35,Customer,2,3.636960093,Savings,Afternoon,0
TRANSFER,Italia,1277212.77,1277212.77,0.0,0.0,1277212.77,Customer,6,6.281739054,Savings,Afternoon,0
CASH_IN,Turquia,411935.8,4496107.18,4908042.98,0.0,0.0,Self,13,6.329319857,Current,Morning,0
PAYMENT,Arabia Saudi,2750.32,1568477.0,1565726.68,1452672.0,1455422.32,Merchant,11,2.338067522,Savings,Night,0
PAYMENT,Espana,2918.83,5756.0,2837.17,590673.0,593591.83,Merchant,2,6.020358017,Current,Morning,0
CASH_IN,Trinidad y Tobago,156238.83,1612169.95,1768408.78,0.0,0.0,Self,15,5.28430209,Savings,Night,0
CASH_IN,Australia,313373.56,471018.16,784391.72,0.0,0.0,Self,16,2.74048616,Savings,Morning,0
CASH_IN,Reino Unido,45144.38,7585046.74,7630191.12,0.0,0.0,Self,13,7.320325509,Savings,Afternoon,0
PAYMENT,China,4786.79,10316.0,5529.21,1180907.0,1185693.79,Merchant,16,5.20240592,Savings,Afternoon,0
CASH_OUT,Estados Unidos,43410.17,567667.0,524256.83,0.0,0.0,Self,14,0.771021058,Current,Morning,0
PAYMENT,Belgica,7299.46,17657.23,10357.77,295650.0,302949.46,Merchant,2,6.793508975,Savings,Night,0
PAYMENT,Mexico,34873.6,810822.43,775948.83,470278.0,505151.6,Merchant,9,6.530649582,Savings,Morning,0
PAYMENT,Nueva Zelanda,3239.95,120792.0,117552.05,1243315.0,1246554.95,Merchant,4,5.594917282,Current,Afternoon,0
PAYMENT,Rusia,1647.93,70889.0,69241.07,1246525.0,1248172.93,Merchant,20,4.702934786,Savings,Night,0
CASH_IN,Australia,86497.62,5239653.45,5326151.07,0.0,0.0,Self,6,1.494678304,Savings,Morning,0
PAYMENT,El Salvador,25699.58,647184.0,621484.42,607021.0,632720.58,Merchant,17,8.623564343,Current,Morning,0
PAYMENT,Marruecos,9753.55,60829.0,51075.45,637063.0,646816.55,Merchant,10,0.78869672,Savings,Afternoon,0
PAYMENT,Irak,1911.57,20964.0,19052.43,1003208.0,1005119.57,Merchant,18,7.559033851,Savings,Morning,0
PAYMENT,Mexico,4286.24,10024.67,5738.43,431194.0,435480.24,Merchant,10,6.411131467,Savings,Afternoon,0
PAYMENT,Japan,1338.19,639366.21,638028.02,1655303.0,1656641.19,Merchant,12,6.233847475,Savings,Afternoon,0
PAYMENT,Italia,3544.17,103014.81,99470.64,633517.0,637061.17,Merchant,18,4.060188635,Savings,Afternoon,0
TRANSFER,Brasil,1306489.06,1875615.0,569125.94,12000000.0,13306489.06,Customer,8,2.910422487,Current,Night,0
CASH_IN,Australia,409664.42,1985419.52,2395083.94,0.0,0.0,Self,13,6.326995745,Current,Afternoon,0
CASH_IN,Peru,29010.6,4358809.16,4387819.76,0.0,0.0,Self,19,6.307891275,Current,Night,0
CASH_IN,Colombia,139524.98,2567818.91,2707343.89,0.0,0.0,Self,17,0.171619596,Savings,Afternoon,0
PAYMENT,Estados Unidos,1046.58,492241.4,491194.82,101502.0,102548.58,Merchant,12,5.873628217,Savings,Morning,0
CASH_IN,Estados Unidos,219896.67,2921712.62,3141609.29,0.0,0.0,Self,20,8.154313704,Savings,Afternoon,0
PAYMENT,Indonesia,9386.08,150478.27,141092.19,878992.0,888378.08,Merchant,16,1.594831851,Savings,Morning,0
CASH_IN,China,131815.57,1135018.52,1266834.09,0.0,0.0,Self,15,2.21742968,Savings,Night,0
CASH_OUT,Suecia,30308.45,88926.2,58617.75,0.0,0.0,Self,7,6.086066107,Current,Morning,0
CASH_IN,Myanmar (Birmania),185257.33,862146.7,1047404.03,0.0,0.0,Self,10,2.233782564,Savings,Morning,0
CASH_OUT,Australia,306280.12,643465.0,337184.88,0.0,0.0,Self,15,4.044411287,Savings,Night,0
PAYMENT,Francia,2344.84,4492.0,2147.16,1658204.0,1660548.84,Merchant,2,3.3203561,Current,Afternoon,0
TRANSFER,Japan,140243.54,1709324.0,1569080.46,0.0,140243.54,Customer,16,4.637429387,Savings,Morning,0
PAYMENT,China,4538.3,9884.0,5345.7,208416.0,212954.3,Merchant,9,2.308103988,Current,Afternoon,0
CASH_OUT,Indonesia,26844.84,6485687.1,6458842.26,0.0,0.0,Self,1,5.493503526,Savings,Morning,0
PAYMENT,Argentina,5111.72,57643.02,52531.3,1477811.0,1482922.72,Merchant,10,8.432708916,Savings,Afternoon,0
TRANSFER,Filipinas,68332.36,1547336.0,1479003.64,2170904.16,2239236.52,Customer,19,6.708605172,Current,Afternoon,0
TRANSFER,Guatemala,436436.54,1818076.0,1381639.46,2030839.78,2467276.32,Customer,13,2.072229357,Savings,Night,0
PAYMENT,Italia,12726.04,258781.0,246054.96,1897745.0,1910471.04,Merchant,9,8.783753325,Current,Afternoon,0
CASH_IN,Japan,224763.96,927541.93,1152305.89,0.0,0.0,Self,6,1.908894129,Current,Morning,0
CREDIT,Espana,818.99,35335.0,36153.99,11932.14,11113.15,Customer,19,0.507744664,Current,Morning,0
PAYMENT,Nueva Zelanda,5146.88,39438.0,34291.12,652445.0,657591.88,Merchant,3,7.987925763,Savings,Afternoon,0
PAYMENT,Francia,17686.08,175013.82,157327.74,1346844.0,1364530.08,Merchant,7,7.284557235,Savings,Morning,0
CASH_IN,Peru,24252.98,5624249.93,5648502.91,0.0,0.0,Self,18,6.835630305,Savings,Night,0
PAYMENT,Indonesia,624.02,3853.0,3228.98,574849.0,575473.02,Merchant,13,7.731576873,Current,Afternoon,0
CASH_IN,Republica Democratica del Congo,135807.95,1846504.82,1982312.77,0.0,0.0,Self,15,6.956869321,Current,Morning,0
CASH_IN,Alemania,177096.09,9457836.62,9634932.71,0.0,0.0,Self,2,1.703135547,Savings,Night,0
CASH_OUT,Republica Democratica del Congo,156151.52,251571.0,95419.48,0.0,0.0,Self,3,2.27383587,Current,Night,0
CASH_IN,Alemania,28652.4,6371153.27,6399805.67,0.0,0.0,Self,3,6.969200967,Savings,Night,0
PAYMENT,Espana,808.34,20926.0,20117.66,325679.0,326487.34,Merchant,16,7.216086309,Current,Night,0
CASH_OUT,Nigeria,329109.11,2047132.0,1718022.89,0.0,0.0,Self,18,1.065621993,Current,Afternoon,0
TRANSFER,Reino Unido,874562.86,1554804.0,680241.14,0.0,874562.86,Customer,3,0.094352594,Savings,Night,0
CASH_IN,Turkmenistan,16871.14,4692066.27,4708937.41,0.0,0.0,Self,10,1.639199612,Current,Night,0
PAYMENT,Nicaragua,28016.57,0.0,0.0,0.0,0.0,Merchant,11,4.1752458,Savings,Afternoon,1
PAYMENT,Mexico,972.33,9798.0,8825.67,1686902.0,1687874.33,Merchant,20,0.483779548,Savings,Morning,0
PAYMENT,Japan,6682.06,13931.0,7248.94,544856.0,551538.06,Merchant,7,2.585490767,Savings,Morning,0
PAYMENT,Mexico,5179.74,24506.0,19326.26,1481449.0,1486628.74,Merchant,2,0.259728648,Savings,Afternoon,0
PAYMENT,Honduras,1620.17,5850.0,4229.83,1061540.0,1063160.17,Merchant,2,4.018103046,Savings,Night,0
CASH_OUT,Mexico,259448.64,1715038.0,1455589.36,0.0,0.0,Self,1,3.572045707,Savings,Afternoon,0
PAYMENT,Tailandia,5946.79,7541.59,1594.8,1102586.0,1108532.79,Merchant,19,7.817925622,Savings,Night,0
PAYMENT,Suecia,626.6,82471.0,81844.4,463009.0,463635.6,Merchant,6,6.333710503,Savings,Afternoon,0
CASH_OUT,Israel,127143.23,1276500.0,1149356.77,0.0,0.0,Self,5,8.839890024,Savings,Afternoon,0
CASH_IN,Mexico,70664.62,3545922.93,3616587.55,0.0,0.0,Self,15,0.468178169,Savings,Night,0
CASH_IN,Italia,131250.53,7264661.44,7395911.97,0.0,0.0,Self,12,6.585167939,Current,Night,0
PAYMENT,Iran,3603.99,19695.0,16091.01,981307.0,984910.99,Merchant,19,5.274549879,Current,Afternoon,0
PAYMENT,Estados Unidos,7694.63,24777.54,17082.91,1415379.0,1423073.63,Merchant,9,6.017435935,Current,Morning,0
PAYMENT,Trinidad y Tobago,17110.72,59859.0,42748.28,1620345.0,1637455.72,Merchant,7,3.884325087,Current,Night,0
PAYMENT,Guatemala,4051.25,31563.0,27511.75,1608327.0,1612378.25,Merchant,17,3.121559674,Current,Afternoon,0
CASH_OUT,Espana,170504.65,605131.64,434626.99,0.0,0.0,Self,9,7.939534968,Savings,Night,0
CASH_IN,Guatemala,225812.6,852909.6,1078722.2,0.0,0.0,Self,2,0.911088126,Current,Morning,0
TRANSFER,Estados Unidos,330262.78,683629.0,353366.22,51827.53,382090.31,Customer,17,1.628818255,Savings,Afternoon,0
PAYMENT,Estados Unidos,617.25,127367.99,126750.74,1689325.0,1689942.25,Merchant,2,6.586039092,Current,Afternoon,0
PAYMENT,Nueva Zelanda,8356.44,26806.0,18449.56,1424454.0,1432810.44,Merchant,12,3.535066404,Savings,Morning,0
CASH_OUT,Espana,21696.81,1291720.0,1270023.19,0.0,0.0,Self,10,6.908058598,Savings,Morning,0
PAYMENT,Australia,2022.78,2679.0,656.22,1602039.0,1604061.78,Merchant,7,5.873230033,Savings,Afternoon,0
CASH_OUT,Brasil,308762.31,671950.0,363187.69,0.0,0.0,Self,11,2.123666263,Current,Afternoon,0
CASH_IN,Estados Unidos,89913.16,6530772.59,6620685.75,0.0,0.0,Self,4,4.759724444,Current,Afternoon,0
